gene,MitoPathways,Symbol,GeneSymbol,Gene Symbol,Pathways
RPE,,RPE,RPE,RPE,
RREB1,,RREB1,RREB1,RREB1,
CCL11,,CCL11,CCL11,CCL11,
SGCB,,SGCB,SGCB,SGCB,
SGCG,,SGCG,SGCG,SGCG,
SLC6A4,,SLC6A4,SLC6A4,SLC6A4,
SLC14A1,,SLC14A1,SLC14A1,SLC14A1,
SPP2,,SPP2,SPP2,SPP2,
SRD5A2,,SRD5A2,SRD5A2,SRD5A2,
TAF12,,TAF12,TAF12,TAF12,
TBX3,,TBX3,TBX3,TBX3,
TFDP2,,TFDP2,TFDP2,TFDP2,
THRSP,,THRSP,THRSP,THRSP,
UBC,,UBC,UBC,UBC,
UBE2G2,,UBE2G2,UBE2G2,UBE2G2,
UBE3A,,UBE3A,UBE3A,UBE3A,
XK,,XK,XK,XK,
SSPN,,SSPN,SSPN,SSPN,
H2BC8,,H2BC8,H2BC8,H2BC8,
SPOP,,SPOP,SPOP,SPOP,
CUL4A,,CUL4A,CUL4A,CUL4A,
COPS3,,COPS3,COPS3,COPS3,
PIR,,PIR,PIR,PIR,
EIF3D,,EIF3D,EIF3D,EIF3D,
SNX4,,SNX4,SNX4,SNX4,
KAT2B,,KAT2B,KAT2B,KAT2B,
PER2,,PER2,PER2,PER2,
CDC123,,CDC123,CDC123,CDC123,
CLDN2,,CLDN2,CLDN2,CLDN2,
LRRFIP2,,LRRFIP2,LRRFIP2,LRRFIP2,
UBE2L6,,UBE2L6,UBE2L6,UBE2L6,
AIMP1,,AIMP1,AIMP1,AIMP1,
ADIPOQ,,ADIPOQ,ADIPOQ,ADIPOQ,
CRIPT,,CRIPT,CRIPT,CRIPT,
MED20,,MED20,MED20,MED20,
NUP155,,NUP155,NUP155,NUP155,
FAM53B,,FAM53B,FAM53B,FAM53B,
HERPUD1,,HERPUD1,HERPUD1,HERPUD1,
DCLRE1A,,DCLRE1A,DCLRE1A,DCLRE1A,
FRAT1,,FRAT1,FRAT1,FRAT1,
OPTN,,OPTN,OPTN,OPTN,
TOB1,,TOB1,TOB1,TOB1,
LPCAT3,,LPCAT3,LPCAT3,LPCAT3,
MAEA,,MAEA,MAEA,MAEA,
IPO8,,IPO8,IPO8,IPO8,
HEXIM1,,HEXIM1,HEXIM1,HEXIM1,
POLR3C,,POLR3C,POLR3C,POLR3C,
DMRT2,,DMRT2,DMRT2,DMRT2,
KLF1,,KLF1,KLF1,KLF1,
POP4,,POP4,POP4,POP4,
FAM114A2,,FAM114A2,FAM114A2,FAM114A2,
POLR1G,,POLR1G,POLR1G,POLR1G,
SLC26A1,,SLC26A1,SLC26A1,SLC26A1,
C11ORF58,,C11ORF58,C11ORF58,C11ORF58,
CYB561D2,,CYB561D2,CYB561D2,CYB561D2,
RRS1,,RRS1,RRS1,RRS1,
QPRT,,QPRT,QPRT,QPRT,
PIGN,,PIGN,PIGN,PIGN,
KLHDC2,,KLHDC2,KLHDC2,KLHDC2,
ORC3,,ORC3,ORC3,ORC3,
KPNA6,,KPNA6,KPNA6,KPNA6,
BHMT2,,BHMT2,BHMT2,BHMT2,
NAA80,,NAA80,NAA80,NAA80,
LSM4,,LSM4,LSM4,LSM4,
TMEM87A,,TMEM87A,TMEM87A,TMEM87A,
BSCL2,,BSCL2,BSCL2,BSCL2,
CIDEB,,CIDEB,CIDEB,CIDEB,
C11ORF54,,C11ORF54,C11ORF54,C11ORF54,
SAC3D1,,SAC3D1,SAC3D1,SAC3D1,
SERTAD1,,SERTAD1,SERTAD1,SERTAD1,
SLC39A3,,SLC39A3,SLC39A3,SLC39A3,
SLC40A1,,SLC40A1,SLC40A1,SLC40A1,
TPRKB,,TPRKB,TPRKB,TPRKB,
EXOSC1,,EXOSC1,EXOSC1,EXOSC1,
THAP4,,THAP4,THAP4,THAP4,
ADIPOR1,,ADIPOR1,ADIPOR1,ADIPOR1,
ZNF706,,ZNF706,ZNF706,ZNF706,
ANGPTL4,,ANGPTL4,ANGPTL4,ANGPTL4,
COPS4,,COPS4,COPS4,COPS4,
CIAO2B,,CIAO2B,CIAO2B,CIAO2B,
TRAPPC2L,,TRAPPC2L,TRAPPC2L,TRAPPC2L,
SELENOT,,SELENOT,SELENOT,SELENOT,
ERRFI1,,ERRFI1,ERRFI1,ERRFI1,
PRMT7,,PRMT7,PRMT7,PRMT7,
PUS7,,PUS7,PUS7,PUS7,
GPATCH4,,GPATCH4,GPATCH4,GPATCH4,
DET1,,DET1,DET1,DET1,
MED9,,MED9,MED9,MED9,
NEIL3,,NEIL3,NEIL3,NEIL3,
PHF10,,PHF10,PHF10,PHF10,
THUMPD1,,THUMPD1,THUMPD1,THUMPD1,
POMGNT1,,POMGNT1,POMGNT1,POMGNT1,
MAP7D1,,MAP7D1,MAP7D1,MAP7D1,
EMC3,,EMC3,EMC3,EMC3,
USE1,,USE1,USE1,USE1,
BCCIP,,BCCIP,BCCIP,BCCIP,
POLE4,,POLE4,POLE4,POLE4,
SUCNR1,,SUCNR1,SUCNR1,SUCNR1,
NCLN,,NCLN,NCLN,NCLN,
SPPL2B,,SPPL2B,SPPL2B,SPPL2B,
ENY2,,ENY2,ENY2,ENY2,
RHBG,,RHBG,RHBG,RHBG,
KAT14,,KAT14,KAT14,KAT14,
XPO5,,XPO5,XPO5,XPO5,
KLHL8,,KLHL8,KLHL8,KLHL8,
SLAIN2,,SLAIN2,SLAIN2,SLAIN2,
CACHD1,,CACHD1,CACHD1,CACHD1,
SEMA4G,,SEMA4G,SEMA4G,SEMA4G,
GATAD1,,GATAD1,GATAD1,GATAD1,
ELOVL5,,ELOVL5,ELOVL5,ELOVL5,
IPPK,,IPPK,IPPK,IPPK,
LMF1,,LMF1,LMF1,LMF1,
ARV1,,ARV1,ARV1,ARV1,
SECISBP2,,SECISBP2,SECISBP2,SECISBP2,
NOL12,,NOL12,NOL12,NOL12,
CENPO,,CENPO,CENPO,CENPO,
VCPKMT,,VCPKMT,VCPKMT,VCPKMT,
ICE2,,ICE2,ICE2,ICE2,
RPAP2,,RPAP2,RPAP2,RPAP2,
UBA5,,UBA5,UBA5,UBA5,
RPP21,,RPP21,RPP21,RPP21,
ACTR5,,ACTR5,ACTR5,ACTR5,
NOL10,,NOL10,NOL10,NOL10,
CPED1,,CPED1,CPED1,CPED1,
PGGHG,,PGGHG,PGGHG,PGGHG,
THAP7,,THAP7,THAP7,THAP7,
MOB2,,MOB2,MOB2,MOB2,
PUS7L,,PUS7L,PUS7L,PUS7L,
DOHH,,DOHH,DOHH,DOHH,
SESN2,,SESN2,SESN2,SESN2,
CD99L2,,CD99L2,CD99L2,CD99L2,
MRI1,,MRI1,MRI1,MRI1,
DCUN1D5,,DCUN1D5,DCUN1D5,DCUN1D5,
YIPF4,,YIPF4,YIPF4,YIPF4,
PLA2G12B,,PLA2G12B,PLA2G12B,PLA2G12B,
ADTRP,,ADTRP,ADTRP,ADTRP,
NUDCD1,,NUDCD1,NUDCD1,NUDCD1,
RCCD1,,RCCD1,RCCD1,RCCD1,
CCDC124,,CCDC124,CCDC124,CCDC124,
GPR146,,GPR146,GPR146,GPR146,
ALPK2,,ALPK2,ALPK2,ALPK2,
NXPE2,,NXPE2,NXPE2,NXPE2,
ARL14EP,,ARL14EP,ARL14EP,ARL14EP,
TCEANC2,,TCEANC2,TCEANC2,TCEANC2,
MPLKIP,,MPLKIP,MPLKIP,MPLKIP,
RPP25L,,RPP25L,RPP25L,RPP25L,
UBXN2A,,UBXN2A,UBXN2A,UBXN2A,
POLR3H,,POLR3H,POLR3H,POLR3H,
EME2,,EME2,EME2,EME2,
ZFP82,,ZFP82,ZFP82,ZFP82,
DPH3,,DPH3,DPH3,DPH3,
GPIHBP1,,GPIHBP1,GPIHBP1,GPIHBP1,
TREML1,,TREML1,TREML1,TREML1,
TSPAN33,,TSPAN33,TSPAN33,TSPAN33,
SWI5,,SWI5,SWI5,SWI5,
INCA1,,INCA1,INCA1,INCA1,
TRABD2B,,TRABD2B,TRABD2B,TRABD2B,
IYD,,IYD,IYD,IYD,
AGMO,,AGMO,AGMO,AGMO,
CHAC2,,CHAC2,CHAC2,CHAC2,
BTNL10,,BTNL10,BTNL10,BTNL10,
CD24,,CD24,CD24,CD24,
ZG16B,,ZG16B,ZG16B,ZG16B,
DHRS4L1,,DHRS4L1,DHRS4L1,DHRS4L1,
ACP5,,ACP5,ACP5,ACP5,
AGA,,AGA,AGA,AGA,
AHSG,,AHSG,AHSG,AHSG,
ANXA6,,ANXA6,ANXA6,ANXA6,
APOA2,,APOA2,APOA2,APOA2,
ATP1B1,,ATP1B1,ATP1B1,ATP1B1,
ATP2B1,,ATP2B1,ATP2B1,ATP2B1,
ATP2B2,,ATP2B2,ATP2B2,ATP2B2,
ATP2B3,,ATP2B3,ATP2B3,ATP2B3,
ATP6V0A1,,ATP6V0A1,ATP6V0A1,ATP6V0A1,
CANX,,CANX,CANX,CANX,
CLTA,,CLTA,CLTA,CLTA,
CLTB,,CLTB,CLTB,CLTB,
CNN1,,CNN1,CNN1,CNN1,
CNTN1,,CNTN1,CNTN1,CNTN1,
CRMP1,,CRMP1,CRMP1,CRMP1,
CTNNA1,,CTNNA1,CTNNA1,CTNNA1,
CTNNA2,,CTNNA2,CTNNA2,CTNNA2,
CTNNB1,,CTNNB1,CTNNB1,CTNNB1,
CTSS,,CTSS,CTSS,CTSS,
DAD1,,DAD1,DAD1,DAD1,
ACE,,ACE,ACE,ACE,
SERPINB1,,SERPINB1,SERPINB1,SERPINB1,
EPB41L1,,EPB41L1,EPB41L1,EPB41L1,
EPB41L2,,EPB41L2,EPB41L2,EPB41L2,
FCER1G,,FCER1G,FCER1G,FCER1G,
FGG,,FGG,FGG,FGG,
FLNB,,FLNB,FLNB,FLNB,
FLNC,,FLNC,FLNC,FLNC,
GAD2,,GAD2,GAD2,GAD2,
GDI1,,GDI1,GDI1,GDI1,
GDI2,,GDI2,GDI2,GDI2,
GJA1,,GJA1,GJA1,GJA1,
H1-3,,H1-3,H1-3,H1-3,
KPNB1,,KPNB1,KPNB1,KPNB1,
MIF,,MIF,MIF,MIF,
MRC1,,MRC1,MRC1,MRC1,
NCAM1,,NCAM1,NCAM1,NCAM1,
NEDD8,,NEDD8,NEDD8,NEDD8,
NRGN,,NRGN,NRGN,NRGN,
PAFAH1B2,,PAFAH1B2,PAFAH1B2,PAFAH1B2,
PLP1,,PLP1,PLP1,PLP1,
PON1,,PON1,PON1,PON1,
CTSA,,CTSA,CTSA,CTSA,
PPP1CC,,PPP1CC,PPP1CC,PPP1CC,
RPS6,,RPS6,RPS6,RPS6,
RPS24,,RPS24,RPS24,RPS24,
RRBP1,,RRBP1,RRBP1,RRBP1,
RTN1,,RTN1,RTN1,RTN1,
S100A9,,S100A9,S100A9,S100A9,
S100B,,S100B,S100B,S100B,
FSCN1,,FSCN1,FSCN1,FSCN1,
SSR4,,SSR4,SSR4,SSR4,
TAGLN,,TAGLN,TAGLN,TAGLN,
TGFB2,,TGFB2,TGFB2,TGFB2,
THY1,,THY1,THY1,THY1,
TPM2,,TPM2,TPM2,TPM2,
TPP2,,TPP2,TPP2,TPP2,
UBA1,,UBA1,UBA1,UBA1,
VIL1,,VIL1,VIL1,VIL1,
SCG2,,SCG2,SCG2,SCG2,
PDXK,,PDXK,PDXK,PDXK,
BANF1,,BANF1,BANF1,BANF1,
IQGAP1,,IQGAP1,IQGAP1,IQGAP1,
BSN,,BSN,BSN,BSN,
MVP,,MVP,MVP,MVP,
ACTR3,,ACTR3,ACTR3,ACTR3,
BCAP31,,BCAP31,BCAP31,BCAP31,
CAP1,,CAP1,CAP1,CAP1,
PTGES3,,PTGES3,PTGES3,PTGES3,
SMPDL3A,,SMPDL3A,SMPDL3A,SMPDL3A,
TMED2,,TMED2,TMED2,TMED2,
TMED10,,TMED10,TMED10,TMED10,
TPPP,,TPPP,TPPP,TPPP,
DCTN3,,DCTN3,DCTN3,DCTN3,
MAPRE1,,MAPRE1,MAPRE1,MAPRE1,
EPB41L3,,EPB41L3,EPB41L3,EPB41L3,
MESD,,MESD,MESD,MESD,
ARL6IP1,,ARL6IP1,ARL6IP1,ARL6IP1,
STX12,,STX12,STX12,STX12,
CYFIP2,,CYFIP2,CYFIP2,CYFIP2,
PCSK1N,,PCSK1N,PCSK1N,PCSK1N,
SEC61A1,,SEC61A1,SEC61A1,SEC61A1,
HACD3,,HACD3,HACD3,HACD3,
ATP6V1H,,ATP6V1H,ATP6V1H,ATP6V1H,
UGT1A6,,UGT1A6,UGT1A6,UGT1A6,
UGT1A1,,UGT1A1,UGT1A1,UGT1A1,
UGT2A3,,UGT2A3,UGT2A3,UGT2A3,
TEX101,,TEX101,TEX101,TEX101,
TLN2,,TLN2,TLN2,TLN2,
PLB1,,PLB1,PLB1,PLB1,
ADRB2,,ADRB2,ADRB2,ADRB2,
KLF5,,KLF5,KLF5,KLF5,
EXT2,,EXT2,EXT2,EXT2,
EXTL3,,EXTL3,EXTL3,EXTL3,
ITGA7,,ITGA7,ITGA7,ITGA7,
UBE2A,,UBE2A,UBE2A,UBE2A,
ADAM19,,ADAM19,ADAM19,ADAM19,
NEURL1,,NEURL1,NEURL1,NEURL1,
NREP,,NREP,NREP,NREP,
BCLAF1,,BCLAF1,BCLAF1,BCLAF1,
ADRM1,,ADRM1,ADRM1,ADRM1,
SUN1,,SUN1,SUN1,SUN1,
OBSL1,,OBSL1,OBSL1,OBSL1,
MARVELD1,,MARVELD1,MARVELD1,MARVELD1,
ACRV1,,ACRV1,ACRV1,ACRV1,
AMD1,,AMD1,AMD1,AMD1,
AREG,,AREG,AREG,AREG,
BBS1,,BBS1,BBS1,BBS1,
BCL7A,,BCL7A,BCL7A,BCL7A,
BST2,,BST2,BST2,BST2,
BTC,,BTC,BTC,BTC,
TMEM258,,TMEM258,TMEM258,TMEM258,
CAV2,,CAV2,CAV2,CAV2,
CBFB,,CBFB,CBFB,CBFB,
CD19,,CD19,CD19,CD19,
CD34,,CD34,CD34,CD34,
CDSN,,CDSN,CDSN,CDSN,
CKS1B,,CKS1B,CKS1B,CKS1B,
CKS2,,CKS2,CKS2,CKS2,
CLNS1A,,CLNS1A,CLNS1A,CLNS1A,
CRYBA1,,CRYBA1,CRYBA1,CRYBA1,
CRYBA2,,CRYBA2,CRYBA2,CRYBA2,
CRYBA4,,CRYBA4,CRYBA4,CRYBA4,
CRYBB1,,CRYBB1,CRYBB1,CRYBB1,
CRYBB2,,CRYBB2,CRYBB2,CRYBB2,
CRYBB3,,CRYBB3,CRYBB3,CRYBB3,
CRYGA,,CRYGA,CRYGA,CRYGA,
CRYGB,,CRYGB,CRYGB,CRYGB,
CRYGC,,CRYGC,CRYGC,CRYGC,
CRYGD,,CRYGD,CRYGD,CRYGD,
CRYGS,,CRYGS,CRYGS,CRYGS,
CSN1S1,,CSN1S1,CSN1S1,CSN1S1,
CTF1,,CTF1,CTF1,CTF1,
DAP,,DAP,DAP,DAP,
DHPS,,DHPS,DHPS,DHPS,
DPT,,DPT,DPT,DPT,
DSPP,,DSPP,DSPP,DSPP,
TYMP,,TYMP,TYMP,TYMP,
EIF5,,EIF5,EIF5,EIF5,
EPS15,,EPS15,EPS15,EPS15,
EREG,,EREG,EREG,EREG,
EYA4,,EYA4,EYA4,EYA4,
ERH,,ERH,ERH,ERH,
EVC,,EVC,EVC,EVC,
EVI2B,,EVI2B,EVI2B,EVI2B,
EYA1,,EYA1,EYA1,EYA1,
EYA2,,EYA2,EYA2,EYA2,
EYA3,,EYA3,EYA3,EYA3,
FANCB,,FANCB,FANCB,FANCB,
FANCF,,FANCF,FANCF,FANCF,
FCGR2B,,FCGR2B,FCGR2B,FCGR2B,
FCGR3A,,FCGR3A,FCGR3A,FCGR3A,
FNTA,,FNTA,FNTA,FNTA,
ACKR1,,ACKR1,ACKR1,ACKR1,
GALT,,GALT,GALT,GALT,
GCKR,,GCKR,GCKR,GCKR,
GML,,GML,GML,GML,
GSS,,GSS,GSS,GSS,
HAL,,HAL,HAL,HAL,
HAS2,,HAS2,HAS2,HAS2,
HCRT,,HCRT,HCRT,HCRT,
HMMR,,HMMR,HMMR,HMMR,
HPS1,,HPS1,HPS1,HPS1,
ICAM2,,ICAM2,ICAM2,ICAM2,
IDUA,,IDUA,IDUA,IDUA,
IL2RB,,IL2RB,IL2RB,IL2RB,
IL9R,,IL9R,IL9R,IL9R,
IL11RA,,IL11RA,IL11RA,IL11RA,
IDO1,,IDO1,IDO1,IDO1,
ITPK1,,ITPK1,ITPK1,ITPK1,
KCNE1,,KCNE1,KCNE1,KCNE1,
KCNMB1,,KCNMB1,KCNMB1,KCNMB1,
LAD1,,LAD1,LAD1,LAD1,
LAG3,,LAG3,LAG3,LAG3,
LAIR1,,LAIR1,LAIR1,LAIR1,
IRAG2,,IRAG2,IRAG2,IRAG2,
M6PR,,M6PR,M6PR,M6PR,
MEA1,,MEA1,MEA1,MEA1,
MN1,,MN1,MN1,MN1,
MT3,,MT3,MT3,MT3,
MTCP1,,MTCP1,MTCP1,MTCP1,
MYL3,,MYL3,MYL3,MYL3,
NEU2,,NEU2,NEU2,NEU2,
NINJ1,,NINJ1,NINJ1,NINJ1,
NINJ2,,NINJ2,NINJ2,NINJ2,
NNAT,,NNAT,NNAT,NNAT,
NPAT,,NPAT,NPAT,NPAT,
PAWR,,PAWR,PAWR,PAWR,
PDE6G,,PDE6G,PDE6G,PDE6G,
PDE6H,,PDE6H,PDE6H,PDE6H,
PEX12,,PEX12,PEX12,PEX12,
UBL3,,UBL3,UBL3,UBL3,
PPP1R3A,,PPP1R3A,PPP1R3A,PPP1R3A,
PPP2R2A,,PPP2R2A,PPP2R2A,PPP2R2A,
PPP2R2C,,PPP2R2C,PPP2R2C,PPP2R2C,
SRGN,,SRGN,SRGN,SRGN,
PKIB,,PKIB,PKIB,PKIB,
PTPRCAP,,PTPRCAP,PTPRCAP,PTPRCAP,
RABIF,,RABIF,RABIF,RABIF,
RANGAP1,,RANGAP1,RANGAP1,RANGAP1,
RSC1A1,,RSC1A1,RSC1A1,RSC1A1,
SECTM1,,SECTM1,SECTM1,SECTM1,
SELPLG,,SELPLG,SELPLG,SELPLG,
SMS,,SMS,SMS,SMS,
SPN,,SPN,SPN,SPN,
SRM,,SRM,SRM,SRM,
SRP9,,SRP9,SRP9,SRP9,
SURF2,,SURF2,SURF2,SURF2,
TCTA,,TCTA,TCTA,TCTA,
TDO2,,TDO2,TDO2,TDO2,
TGFA,,TGFA,TGFA,TGFA,
TNNI1,,TNNI1,TNNI1,TNNI1,
TNNT3,,TNNT3,TNNT3,TNNT3,
TPD52L1,,TPD52L1,TPD52L1,TPD52L1,
PHLDA2,,PHLDA2,PHLDA2,PHLDA2,
TTF1,,TTF1,TTF1,TTF1,
TUFT1,,TUFT1,TUFT1,TUFT1,
TYROBP,,TYROBP,TYROBP,TYROBP,
UPK2,,UPK2,UPK2,UPK2,
UPK3A,,UPK3A,UPK3A,UPK3A,
LAT2,,LAT2,LAT2,LAT2,
ZFPL1,,ZFPL1,ZFPL1,ZFPL1,
ZNF185,,ZNF185,ZNF185,ZNF185,
ZNF207,,ZNF207,ZNF207,ZNF207,
BSND,,BSND,BSND,BSND,
LST1,,LST1,LST1,LST1,
ST7,,ST7,ST7,ST7,
NUP214,,NUP214,NUP214,NUP214,
CCDC6,,CCDC6,CCDC6,CCDC6,
CDK2AP1,,CDK2AP1,CDK2AP1,CDK2AP1,
TCL1A,,TCL1A,TCL1A,TCL1A,
COIL,,COIL,COIL,COIL,
MADCAM1,,MADCAM1,MADCAM1,MADCAM1,
SF3A2,,SF3A2,SF3A2,SF3A2,
NRIP1,,NRIP1,NRIP1,NRIP1,
AKAP17A,,AKAP17A,AKAP17A,AKAP17A,
BCAS1,,BCAS1,BCAS1,BCAS1,
SSNA1,,SSNA1,SSNA1,SSNA1,
EIF4EBP3,,EIF4EBP3,EIF4EBP3,EIF4EBP3,
NOL4,,NOL4,NOL4,NOL4,
TNFRSF18,,TNFRSF18,TNFRSF18,TNFRSF18,
SCEL,,SCEL,SCEL,SCEL,
INPP4B,,INPP4B,INPP4B,INPP4B,
CD84,,CD84,CD84,CD84,
PROM1,,PROM1,PROM1,PROM1,
IER3,,IER3,IER3,IER3,
EIF2S2,,EIF2S2,EIF2S2,EIF2S2,
BUD31,,BUD31,BUD31,BUD31,
TAF1C,,TAF1C,TAF1C,TAF1C,
TAF1A,,TAF1A,TAF1A,TAF1A,
CLDN12,,CLDN12,CLDN12,CLDN12,
RASSF9,,RASSF9,RASSF9,RASSF9,
CCPG1,,CCPG1,CCPG1,CCPG1,
BCL7C,,BCL7C,BCL7C,BCL7C,
BCL7B,,BCL7B,BCL7B,BCL7B,
TRIP11,,TRIP11,TRIP11,TRIP11,
NCR1,,NCR1,NCR1,NCR1,
MED23,,MED23,MED23,MED23,
GAL3ST1,,GAL3ST1,GAL3ST1,GAL3ST1,
LITAF,,LITAF,LITAF,LITAF,
GOSR1,,GOSR1,GOSR1,GOSR1,
TP53I11,,TP53I11,TP53I11,TP53I11,
WTAP,,WTAP,WTAP,WTAP,
CARTPT,,CARTPT,CARTPT,CARTPT,
TCL1B,,TCL1B,TCL1B,TCL1B,
FEZ2,,FEZ2,FEZ2,FEZ2,
FEZ1,,FEZ1,FEZ1,FEZ1,
KIAA0040,,KIAA0040,KIAA0040,KIAA0040,
VGLL4,,VGLL4,VGLL4,VGLL4,
GREB1,,GREB1,GREB1,GREB1,
CROCC,,CROCC,CROCC,CROCC,
GARRE1,,GARRE1,GARRE1,GARRE1,
FAM131B,,FAM131B,FAM131B,FAM131B,
AQR,,AQR,AQR,AQR,
KIAA0408,,KIAA0408,KIAA0408,KIAA0408,
DCAF1,,DCAF1,DCAF1,DCAF1,
CEP104,,CEP104,CEP104,CEP104,
CLSTN3,,CLSTN3,CLSTN3,CLSTN3,
LZTS3,,LZTS3,LZTS3,LZTS3,
KIAA0513,,KIAA0513,KIAA0513,KIAA0513,
PHYHIP,,PHYHIP,PHYHIP,PHYHIP,
EFCAB14,,EFCAB14,EFCAB14,EFCAB14,
SPATA2,,SPATA2,SPATA2,SPATA2,
JAKMIP2,,JAKMIP2,JAKMIP2,JAKMIP2,
GINS1,,GINS1,GINS1,GINS1,
KIAA0753,,KIAA0753,KIAA0753,KIAA0753,
EPM2AIP1,,EPM2AIP1,EPM2AIP1,EPM2AIP1,
C2CD2L,,C2CD2L,C2CD2L,C2CD2L,
PPP1R26,,PPP1R26,PPP1R26,PPP1R26,
MED24,,MED24,MED24,MED24,
AMMECR1,,AMMECR1,AMMECR1,AMMECR1,
KCNE2,,KCNE2,KCNE2,KCNE2,
KCNE3,,KCNE3,KCNE3,KCNE3,
BCL2L11,Mitochondrial dynamics and surveillance > Apoptosis,BCL2L11,BCL2L11,BCL2L11,Mitochondrial dynamics and surveillance > Apoptosis
TROAP,,TROAP,TROAP,TROAP,
MAMLD1,,MAMLD1,MAMLD1,MAMLD1,
IL18BP,,IL18BP,IL18BP,IL18BP,
HHLA1,,HHLA1,HHLA1,HHLA1,
PDZK1IP1,,PDZK1IP1,PDZK1IP1,PDZK1IP1,
TSHZ1,,TSHZ1,TSHZ1,TSHZ1,
MPHOSPH9,,MPHOSPH9,MPHOSPH9,MPHOSPH9,
CD96,,CD96,CD96,CD96,
RCAN2,,RCAN2,RCAN2,RCAN2,
RXYLT1,,RXYLT1,RXYLT1,RXYLT1,
IRAG1,,IRAG1,IRAG1,IRAG1,
NPM2,,NPM2,NPM2,NPM2,
N4BP2L2,,N4BP2L2,N4BP2L2,N4BP2L2,
ZER1,,ZER1,ZER1,ZER1,
LRRC41,,LRRC41,LRRC41,LRRC41,
CRTAP,,CRTAP,CRTAP,CRTAP,
DCTN2,,DCTN2,DCTN2,DCTN2,
SLC34A2,,SLC34A2,SLC34A2,SLC34A2,
TGOLN2,,TGOLN2,TGOLN2,TGOLN2,
RAD51AP1,,RAD51AP1,RAD51AP1,RAD51AP1,
TSBP1,,TSBP1,TSBP1,TSBP1,
NRG3,,NRG3,NRG3,NRG3,
RAI2,,RAI2,RAI2,RAI2,
PHTF1,,PHTF1,PHTF1,PHTF1,
SDCCAG8,,SDCCAG8,SDCCAG8,SDCCAG8,
PPP1R17,,PPP1R17,PPP1R17,PPP1R17,
HCST,,HCST,HCST,HCST,
JTB,,JTB,JTB,JTB,
BLCAP,,BLCAP,BLCAP,BLCAP,
TRAFD1,,TRAFD1,TRAFD1,TRAFD1,
IFI44L,,IFI44L,IFI44L,IFI44L,
LILRB3,,LILRB3,LILRB3,LILRB3,
DEPP1,,DEPP1,DEPP1,DEPP1,
HSF2BP,,HSF2BP,HSF2BP,HSF2BP,
NUP42,,NUP42,NUP42,NUP42,
RCAN3,,RCAN3,RCAN3,RCAN3,
CD160,,CD160,CD160,CD160,
BVES,,BVES,BVES,BVES,
HPS5,,HPS5,HPS5,HPS5,
COPE,,COPE,COPE,COPE,
MGAT4A,,MGAT4A,MGAT4A,MGAT4A,
SCRG1,,SCRG1,SCRG1,SCRG1,
SYNPO,,SYNPO,SYNPO,SYNPO,
CASC3,,CASC3,CASC3,CASC3,
ZNF507,,ZNF507,ZNF507,ZNF507,
ADNP2,,ADNP2,ADNP2,ADNP2,
DZIP1,,DZIP1,DZIP1,DZIP1,
KHDC4,,KHDC4,KHDC4,KHDC4,
ZNF365,,ZNF365,ZNF365,ZNF365,
CEP164,,CEP164,CEP164,CEP164,
KIFAP3,,KIFAP3,KIFAP3,KIFAP3,
CEP131,,CEP131,CEP131,CEP131,
CEP152,,CEP152,CEP152,CEP152,
TTC39A,,TTC39A,TTC39A,TTC39A,
NCOA6,,NCOA6,NCOA6,NCOA6,
ZNF609,,ZNF609,ZNF609,ZNF609,
DDN,,DDN,DDN,DDN,
ABRAXAS2,,ABRAXAS2,ABRAXAS2,ABRAXAS2,
FAM120A,,FAM120A,FAM120A,FAM120A,
MLC1,,MLC1,MLC1,MLC1,
ARC,,ARC,ARC,ARC,
TMEM131L,,TMEM131L,TMEM131L,TMEM131L,
KATNIP,,KATNIP,KATNIP,KATNIP,
MINAR1,,MINAR1,MINAR1,MINAR1,
MTCL1,,MTCL1,MTCL1,MTCL1,
KIAA1107,,KIAA1107,KIAA1107,KIAA1107,
ATMIN,,ATMIN,ATMIN,ATMIN,
NEMP1,,NEMP1,NEMP1,NEMP1,
DPY19L1,,DPY19L1,DPY19L1,DPY19L1,
BICRAL,,BICRAL,BICRAL,BICRAL,
TMEM50A,,TMEM50A,TMEM50A,TMEM50A,
FAM89B,,FAM89B,FAM89B,FAM89B,
LRRC6,,LRRC6,LRRC6,LRRC6,
HSPBP1,,HSPBP1,HSPBP1,HSPBP1,
LDOC1,,LDOC1,LDOC1,LDOC1,
EDC4,,EDC4,EDC4,EDC4,
SSBP3,,SSBP3,SSBP3,SSBP3,
TMEM245,,TMEM245,TMEM245,TMEM245,
ZNF318,,ZNF318,ZNF318,ZNF318,
KIAA1549L,,KIAA1549L,KIAA1549L,KIAA1549L,
H2AP,,H2AP,H2AP,H2AP,
MGAT4C,,MGAT4C,MGAT4C,MGAT4C,
YIPF3,,YIPF3,YIPF3,YIPF3,
PARM1,,PARM1,PARM1,PARM1,
FAM149A,,FAM149A,FAM149A,FAM149A,
NEPRO,,NEPRO,NEPRO,NEPRO,
INTS7,,INTS7,INTS7,INTS7,
ANAPC15,,ANAPC15,ANAPC15,ANAPC15,
TMEM158,,TMEM158,TMEM158,TMEM158,
DPCD,,DPCD,DPCD,DPCD,
FAM98A,,FAM98A,FAM98A,FAM98A,
TPGS2,,TPGS2,TPGS2,TPGS2,
PNISR,,PNISR,PNISR,PNISR,
VIRMA,,VIRMA,VIRMA,VIRMA,
FAM32A,,FAM32A,FAM32A,FAM32A,
